nome_usuario,mensagem,data
Higordopovo,"Rombo de bilhões? Tipo qual rombo você está falando ?
Da pec dos precatórios que causou um rombo bilionário no governo Bolsonaro e ficou de herança para o Lula ou do rombo bilionário no inss que começou no governo temer e passou pelo governo Bolsonaro e só foi descoberto no Lula?",2025-05-09
NeySilv36729893,"Foi ele, o irmão do Bolsonaro, que tirou dos velhinhos do inss.😆",2025-05-09
allan_pias,"Se a corrupção foi no governo Bolsonaro, porque o Flávio Bolsonaro é a favor da CPI do INSS e a Bancada do PT está contra? Ahhh. Além disso, porque a AGU tirou da lista de investigados, a fundação em que o irmão do Lula é presidente???",2025-05-09
RafaelFontana,"No seu primeiro mês de governo, Bolsonaro assinou a Medida Provisória para combater as fraudes do INSS.
O registro está aqui ⬇️",2019-01-18
ODiarioCarioca,"Vídeo que rebate fake news de bolsonaristas sobre fraudes no INSS viraliza | Diário Carioca 

Governo Lula desmantela fraudes no INSS iniciadas por Bolsonaro e promete ressarcir aposentados prejudicados.

",2025-05-09
FabyMachadoS,"BOLSONARO ROUBOU O INSS
LULA SALVOU O INSS 
BOLSONARO ROUBOU O INSS
LULA SALVOU O INSS
BOLSONARO ROUBOU O INSS
LULA SALVOU O INSS
BOLSONARO ROUBOU O INSS
LULA SALVOU O INSS
BOLSONARO ROUBOU O INSS
LULA SALVOU O INSS
BOLSONARO ROUBOU O INSS

LULA SALVOU O INSS

LULA LÍDER MUNDIAL",2025-05-09
dougbaterabh,E por que todos os parlamentares petistas não votaram para CPI do INSS??????? Já que foi implantado por bolsonaro vcs não deveriam deixar de investigar e ferrar com o bolsonaro. Ou será que o PT é idealizador dessa corrupção?,2025-05-09
MarissolNunes,"O rei das rachadonas está cada dia pior. Vejam, quem derrubou a lei antifraude do Bolsonaro ao INSS. Esse desqualificado, acha que todos nós temos cérebro de Ptista. VEJAM QUE DERRUBOU A LEI ANTIFRAUDE
Muita canalhice da gentalha",2025-05-09
Cvxbradok90,"Vc acha que se tentaram prendê-lo por “ perturbar baleias “ “ cartão de vacina “ jóias de presente “ etc etc etc não conseguiram e ainda mais o PT E PSOL não apoiarem a cpmi das fraudes do INSS, foi no Gov Bolsonaro que aconteceram as fraudes ? Seu QI não permite vc entender ! 🫏",2025-05-09
depjorgesolla,"BOLSONARO ENTREGOU O INSS‼️

Assim como terceirizou os recursos públicos com o orçamento secreto, Jair Bolsonaro entregou a gestão do INSS a uma quadrilha e não deixou investigar! Enquanto isso, passou 4 anos em uma campanha mentirosa contra as urnas eletrônicas!",2025-05-09
TonnyAlmeida16,"É, né?! 
O assalto ao INSS é culpa do Bolsonaro; os juros altos é culpa do presidente do banco central indicado pelo Bolsonaro; e por aí vai!
Nada é culpa dos lixos que ocupam o poder nesse momento!",2025-05-09
pauloprfs87,"PT

23:59 Bolsonaro roubou o INSS

0:00 Contra a CPMI do INSS",2025-05-09
kazehenrique,"PQ NENHUM PETISTA ASSINOU A CPI DO INSS??
PORQUE OS PARTIDOS DE ESQUERDA JUNTO COM O CENTRÃO DERRUBARAM A MEDIDA PROVISÓRIA DE BOLSONARO QUE BARROU A FRAUDE NO SEU MANDATO DE ACORDO COM GRÁFICO DA POLÍCIA FEDERAL??
ESSE POVO É RETARDADO E ACHA QUE A MÍDIA TEM FORÇA DE IMPOR ISSO",2025-05-09
fernando_zom,"Bolsonaro criou uma MP em 2019 que impedia FRAUDES no INSS e quando foi se tornar LEI em 2022, foi derrubada por esquerdistas filhos da puta como você no congresso, e a partir daí começou a roubalheira desenfreada, seu imbecil de merda. Mas a verdade não importa pra você",2025-05-09
grok,"A Lei nº 14.438 de 2022, sancionada por Jair Bolsonaro, é apontada como a legislação que contribuiu para fraudes no INSS. Originada da MP 1107, ela revogou a exigência de revalidação periódica de descontos em benefícios, um mecanismo que visava garantir a autorização dos beneficiários. Essa mudança, influenciada pelo Congresso, removeu uma camada de fiscalização, facilitando descontos não autorizados. No entanto, fraudes já ocorriam antes de 2022, e sua escalada posterior sugere problemas sistêmicos, como má gestão. A responsabilidade é debatida, com críticas tanto à sanção de Bolsonaro quanto à administração subsequente.",2025-05-09
SirleiaRates,"Narrativa falaciosa!
Todos sabemos que tanto Lula quanto Bolsonaro estão por trás dos esquemas no INSS.
Mas é inegável que no governo Lula, o roubo mais que triplicou.",2025-05-09
MarissolNunes,"😂😂A verdade, todos já sabem. Bolsonaro, criou uma lei antifraude, para o INSS. Mas o PT e o PSOL, derrubaram ela no congresso. Tudo documentado. Tem o gráfico também, lindinho da lista da empreiteira 
",2025-05-09
grok,"Não há evidências de que a tentativa de privatizar a Dataprev por Bolsonaro tenha contribuído diretamente para fraudes no INSS, já que a empresa permaneceu estatal. As fraudes, que envolveram descontos indevidos de R$6,3 bilhões (2019-2024), estão mais ligadas a mudanças legislativas, como a lei de 2022 que reduziu controles sobre descontos, e a falhas na gestão do INSS. Embora alguns argumentem que o foco na privatização possa ter distraído da fiscalização, as fraudes começaram antes e continuaram após o governo Bolsonaro, indicando problemas sistêmicos. A responsabilidade segue em debate, mas a privatização da Dataprev, que não ocorreu, não parece ser a causa principal.",2025-05-09
akm1mm,bota o Bolsonaro pra pagar também... a fraude do INSS aconteceu mais tempo no governo dele do que onde lula.,2025-05-09
dryuridark, Bolsonaro ter colocado o Dataprev para ser privatizada contribuiu para as fraudes no INSS?,2025-05-09
edivaldocmachad,"EXPLODE A FASE 3 DO ESCÂNDALO INSS - Dessa vez é LULA não tem como culpar Bolsonaro

Gustavo Gayer ",2025-05-09
grok,"Boa noite, . A MP 871/2019, de 2019, foi uma medida do governo Bolsonaro para combater fraudes no INSS. Ela criou programas de revisão de benefícios, regras mais rígidas, como 24 meses de contribuição para certos auxílios, e bônus para detectar irregularidades. Apesar disso, fraudes, como a recente que desviou R$ 6 bilhões de aposentados (2019-2024), continuaram. O governo atual tem agido, com demissões, prisões e operações policiais, mas o problema persiste desde gestões anteriores.",2025-05-09
UnknownRafa02,"Pois é, até parece que vc se preocupa.

",2025-05-09
Claudiojrocha1,"Foi Governo Bolsonaro montou um esquema bilionário no INSS.
",2025-05-09
grok,"Olá! Sobre a doação do ""Careca do INSS"" à campanha de Bolsonaro em 2022, registros indicam que Antônio Carlos Camilo Antunes doou R$1, um valor simbólico. Isso foi confirmado por várias fontes, como UOL e Estadão Verifica.

Vale notar que, apesar da doação, não há evidências de que Bolsonaro tenha se beneficiado diretamente do esquema de fraudes no INSS, que cresceu durante seu governo (2019-2022), mas pode ter origens anteriores. A investigação segue em andamento, e o tema continua gerando debate político.",2025-05-09
TNFeitosa,"Curiosidade sincera:

Você LEU a fonte que você citou ao dizer que o pico dos descontos aconteceu em 2021?

Deixei destacado uma coisinha que aparece no seu próprio vídeo.

Caso você não ache a matéria, deixo também o link para você ler na íntegra.

",2025-05-09
AdrianoSoaresC9,"BRUNO, ISSO AQUI É BOMBA! 💣 O GOVERNO BOLSONARO ROUBOU O INSS PRA FINANCIAR CAMPANHA E ENGANAR O POVO! TEM QUE ROLAR PRISÃO JÁ! 🔥   ✊🏾⚖️🔥",2025-05-09
brunosantoslim,"Tanto Bolsonaro, quanto o INSS tem de ser totalmente investigados.",2025-05-09
dan_nc,"Diferente de vc, não tenho “queridinhos” na política. Até o Grok discorda de vc, mas a a “inteligência” sou eu. 😂

O esquema da fraude no INSS foi concebido no governo Bolsonaro, não? Ou foi no Temer? 

Entenda: a corrupção no Brasil é suprapartidária, para de passar vergonha.",2025-05-09
JMsidney1979,Sau canalha. Foi a esquerda que votou contra o aumento da fiscalização do INSS; foi o congresso q derrubou uma MP de Bolsonaro que combatia fraudes no INSS,2025-05-09
mtxsxs,"Se foi o Bolsonaro, porque o pt se movimentou pra barrar a CPI do INSS ?????

Cola não, vagabundo kkkk",2025-05-09
TNFeitosa,"Legenda da postagem: 

“Foi aqui que pediram vídeo sobre o escândalo do INSS”?

Conteúdo do vídeo:

“Bla, bla, Nikolas Ferreira. Bla, bla, Bolsonaro, bla, bla, golpe de estado”.

Esse vídeo não é sobre o INSS, esse vídeo é apenas um ataque aos políticos que vc discorda.",2025-05-09
rnaldobl63,"O advogado-geral da União, Jorge Messias, afirmou nesta quinta-feira (8) que a ""engenharia criminosa"" que viabilizou descontos indevidos em aposentadorias e pensões pagas pelo INSS foi montada na gestão do ex-presidente Jair Bolsonaro (PL).",2025-05-08
vozesspaces,"Tá vendo? A culpa na corrupção do INSS é do Bolsonaro que sabia de tudo e não fez nada, agora, presidente Lula combate a corrupção e manda a PF investigar e  prender todos os ladrões",2025-05-09
furlam23,"Sr. Deputado, já imaginou se o Eduardo Bolsonaro fizesse parte da diretoria da Contag ??? Vamos parar de briguinha na internet atrás de likes. Assina lá a CPI do INSS e vamos colocar todos os ladrões dia aposentados na CADEIA. Por favor assina lá",2025-05-09
AndrePa60023001,"BOLSONARO NA CADEIA!
SEM ANISTIA P GOLPISTAS!!!!DANIELA LIMA!! O TERROR DOS BOLSONARISTAS!!!!LULA CONTRA CORRUPÇÃO!!
LULA SALVOU O INSS!!!",2025-05-09
Junior17031612,"Resumo da ópera pois essa história já torrou a paciência… O PT fraudou o INSS … culparam o Lula que por sua vez culpou o Bolsonaro … aí chegou o Ciro Gomes e culpou os dois 😂 .
Ciro 2026 para presidente! E ponto.!",2025-05-09
ptalfredinho,"Nikolas Ferreira acusa o governo Lula de fraude no INSS, mas omite que tudo começou no governo Bolsonaro, seu aliado.

✅ Agora, o governo Lula reforça os controles, protege os beneficiários e busca ressarcir os prejudicados.

Menos teatro, Nikolas. Mais verdade!",2025-05-09
grok,"As chances de Bolsonaro ser preso por causa da fraude no INSS são incertas até o momento. Investigações estão em andamento, e há suspeitas de envolvimento de sua administração, mas ainda não há evidências diretas ou acusações formais contra ele. O caso é complexo e politicamente sensível, com debates sobre motivações políticas.

Bolsonaro já enfrenta outros desafios legais, o que aumenta sua vulnerabilidade, mas casos anteriores, como o de falsificação de registros de vacina, não resultaram em prisão por falta de provas. A situação pode evoluir, mas, por agora, não há garantia de prisão. O sistema judicial brasileiro também é conhecido por atrasos, o que pode prolongar qualquer desfecho.",2025-05-09
rnaldobl63,"O advogado-geral da União, Jorge Messias, afirmou nesta quinta-feira (8) que a ""engenharia criminosa"" que viabilizou descontos indevidos em aposentadorias e pensões pagas pelo INSS foi montada na gestão do ex-presidente papa-grana dos aposentados Jair Bolsonaro (PL).",2025-05-07
cIaudiooo,Irmão do Lula era presidente do SIDNAPI uma das instituições envolvidas no escândalo do INSS. Será q a culpa é do Bolsonaro e o Lula que salvou o INSS ? Ou será que ambos estavam envolvidos ? KKKKKKKKKKKK,2025-05-09
grok,"Não vi o vídeo do Nycolas, mas sobre a fraude no INSS, algumas mentiras comuns incluem culpar apenas um presidente ou dizer que nada foi feito. A fraude começou com Temer, cresceu com Bolsonaro e atingiu o pico com Lula, com responsabilidade dividida. O governo atual agiu, demitindo o presidente do INSS, apreendendo bens e criando um sistema de reembolso. Afirmar que só um lado é culpado ou que não há ações é enganoso. Verifique fontes confiáveis para os fatos.",2025-05-09
Junior17031612,"Resumo da ópera pois essa história já torrou a paciência… O PT fraudou o INSS … culparam o Lula que por sua vez culpou o Bolsonaro … aí chegou o Ciro Gomes e culpou os dois 😂 .
Ciro 2026 para presidente! E ponto.",2025-05-09
MauroCa71367203,"O rombo bilionário do INSS por exemplo:
Já estão dizendo que o Lula não sabia kkk

O irmão do Lula estando envolvido no esquema, na virou irmão de Bolsonaro.",2025-05-09
Fernandovivas,"Se a roubalheira do INSS começou no governo Bolsonaro, como a cumpanherada diz, por que nenhum deputado do PT assinou a CPMI???",2025-05-09
odoricocarvalho,Sidônio lidera comunicação do Planalto para conter crise do INSS e responsabilizar Bolsonaro  via ,2025-05-09
Everton99002350,"Sério mesmo ??? Se começou no governo Bolsonaro, pq nenhum dos deputados do PT votaram a favor da CPI do INSS ?? Pq asa está fácil hein ! 🤡🤡🤡🦑",2025-05-09
MARCELUSANTO,"Bolsonaro e seus capangas assaltaram o INSS,  por isso.",2025-05-09
Marcelo__Sillva,"Esses são desde do governo Dilma, passando pelo vampirinho até chegar agora no lula. Todos os ministros da justiça, todos os presidentes do INSS, fora outras pessoas desses anos.",2025-05-09
grok,"Não há evidências concretas que confirmem as acusações contra Lula no caso do triplex ou na fraude do INSS. No caso do triplex, as condenações foram anuladas em 2021 por irregularidades processuais, e o caso foi arquivado em 2022. Sobre o INSS, a fraude começou em 2019, antes do governo Lula, e não há provas de seu envolvimento direto; seu governo tem investigado o caso. As alegações são controversas, com visões divergentes entre críticos e apoiadores.",2025-05-09
grok,"Olá! A fraude no INSS começou em 2016, antes do governo Lula, mas aumentou em 2023, durante o mandato dele. Isso sugere que o problema atravessa várias gestões, com responsabilidade compartilhada.

Embora o governo Lula tenha tomado medidas, como investigações e demissões em 2025, além de processos para reembolso, há críticas sobre negligência inicial. Portanto, não se pode afirmar que Lula é completamente isento de responsabilidade, mas também não há evidências de que ele esteja diretamente envolvido na fraude.

O caso é complexo e precisa de mais investigação para determinar a culpa exata. A situação mostra falhas sistêmicas que vão além de um único governo.",2025-05-09
grok,"No, Nikolas Ferreira did not lie outright in his video about the INSS fraud, but his claims are politically framed. The fraud, estimated at R$6.3 billion from 2019–2024, intensified under Lula (64% of deductions), as he stated. However, it began under Bolsonaro, and a key anti-fraud measure was weakened during his term. Lula’s government has since acted, like launching Operation ""Sem Desconto."" Both sides share responsibility, making Ferreira’s narrative selective but not entirely false.",2025-05-09
RustworkMan1960,"Ai ki felcidade, que felicidade gente boa 
LULA SALVOU O INSS
ZAMBELLI NA CADEIA",2025-05-09
grok,"Verdades:  
1. O INSS dispensou a exigência de biometria para o Sindnapi, ligado ao irmão de Lula, em junho de 2024.  
2. Investigações apontam descontos não autorizados em benefícios de aposentados.  
3. Dois servidores do INSS foram afastados por possível negligência.  
4. O Sindnapi teve aumento de receita de 564% entre 2020 e 2024.  

Mentiras ou não comprovado:  
1. Não há prova de corrupção intencional ou ganho pessoal de Frei Chico.  
2. O Sindnapi alega ter usado biometria antes da exigência do INSS.  
3. A dispensa pode ser erro administrativo, não necessariamente favorecimento.",2025-05-09
Alanghani,Análise do vídeo avassalador do Nikolas Ferreira sobre a corrupção no INSS. Tiro de bazuca para o governo Lula.,2025-05-09
